movie_id,title,production_year,votes,vote_mean,vote_sd,theat_gross_dollars,theat_last_date,role,count,count_male,mean_age,wmean_age,count_female,status,bechdel_test
897462,Witness,1985,65706,6.71,2.226,68706993,2016-08-02,actsin,22,18,43.8181818181818,38.9613692040794,4,mixed,3
897462,Witness,1985,65706,6.71,2.226,68706993,2016-08-02,director,1,1,41,41,0,all male,3
897462,Witness,1985,65706,6.71,2.226,68706993,2016-08-02,writer,2,2,56,56,0,all male,3
898259,Woman in Gold,2015,31359,6.88,2.386,33305037,2015-08-09,actsin,46,29,51.2826086956522,47.3714640889188,17,mixed,3
898259,Woman in Gold,2015,31359,6.88,2.386,33305037,2015-08-09,director,1,1,55,55,0,all male,3
898259,Woman in Gold,2015,31359,6.88,2.386,33305037,2015-08-09,writer,1,0,99,99,1,all female,3
898722,Won't Back Down,2012,5066,6.5,2.369,5308553,2012-11-18,actsin,25,14,43.96,43.8776006936574,11,mixed,3
899312,Words and Pictures,2013,6726,6.23,2.109,2140906,2014-08-03,actsin,14,8,40.9285714285714,46.7801502043717,6,mixed,3
899312,Words and Pictures,2013,6726,6.23,2.109,2140906,2014-08-03,director,1,1,74,74,0,all male,3
899312,Words and Pictures,2013,6726,6.23,2.109,2140906,2014-08-03,writer,1,1,72,72,0,all male,3
899548,Working Girl,1988,40450,6.23,2.109,6.4e+07,2016-08-02,actsin,33,19,34.8181818181818,37.784984283537,14,mixed,3
899548,Working Girl,1988,40450,6.23,2.109,6.4e+07,2016-08-02,director,1,1,57,57,0,all male,3
899548,Working Girl,1988,40450,6.23,2.109,6.4e+07,2016-08-02,writer,1,1,34,34,0,all male,3
899820,World War Z,2013,454500,6.41,2.167,202359711,2013-10-15,actsin,52,41,36.4230769230769,40.1847787186142,11,mixed,3
899820,World War Z,2013,454500,6.41,2.167,202359711,2013-10-15,director,1,1,44,44,0,all male,3
899820,World War Z,2013,454500,6.41,2.167,202359711,2013-10-15,writer,4,4,44.5,41.0000000016555,0,all male,3
